Unnamed: 0,title,rating,review_text,location,hotel,label,review_text_clean
4153,El mejor Hostel de Malaga,5,"Desde su privilegiada localización hasta la amabilidad de sus trabajadores, Las Marias, Susana, Alex , o Leonardo, el hostel Jungle te acoge desde el primer minuto en sus brazos para ofrecerte no solo un sitio donde dormir, si no una experiencia que vivir.  Rutas de tapas, bebidas de bienvenida, y la afabilidad que reina en esta joya escondida en el centro de Malaga, hacen a Jungle Hostel el mejor hostel de Malaga.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"desde su privilegiada localización hasta la amabilidad de sus trabajadores, las marias, susana, alex , o leonardo, el hostel jungle te acoge desde el primer minuto en sus brazos para ofrecerte no solo un sitio donde dormir, si no una experiencia que vivir. rutas de tapas, bebidas de bienvenida, y la afabilidad que reina en esta joya escondida en el centro de malaga, hacen a jungle hostel el mejor hostel de malaga."
4154,LA MEJOR OPCION CALIDAD PRECIO!,5,"Sin duda la mejor opción calidad-precio en pleno centro de Màlaga! Las anfitrionas son geniales así como todo el staff! La terraza es increible, puedes diafrutarla todo el año ! Volverè pronto! Grandes !",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"sin duda la mejor opción calidad precio en pleno centro de m laga! las anfitrionas son geniales así como todo el staff! la terraza es increible, puedes diafrutarla todo el año ! volver pronto! grandes !"
4155,Excelente,5,"Muy lindo, pleno centro. Estás cerca de todo. La gente  del Hostel es muy amable y está siempre dispuesta a escuchar y responder cualquier duda. Te dan siempre los mejores consejos para llegar más rápido y barato a un lugar",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"muy lindo, pleno centro. estás cerca de todo. la gente del hostel es muy amable y está siempre dispuesta a escuchar y responder cualquier duda. te dan siempre los mejores consejos para llegar más rápido y barato a un lugar"
4156,Inmejorable!,5,"Hostel en pleno centro de Málaga, decoración con mucho encanto, conservan los porticones y ventanales originales del palacete añadiendo un toque moderno pensado con detalle, la azotea consta de un bar, ducha fresquita y zona de sofás y hamacas, nos alojamos en una habitación de 8 en el segundo piso, el ruido de la calle apenas se oía, la cortina de la litera hace que tengas privacidad y aisla de la luz, los baños muy completos, íncluso había crema solar, champú... te propocionan toallas y sábanas. Relación calidad precio IMPECABLE! Además de un personal encantador. Volveremos!! ;)",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"hostel en pleno centro de málaga, decoración con mucho encanto, conservan los porticones y ventanales originales del palacete añadiendo un toque moderno pensado con detalle, la azotea consta de un bar, ducha fresquita y zona de sofás y hamacas, nos alojamos en una habitación de 8 en el segundo piso, el ruido de la calle apenas se oía, la cortina de la litera hace que tengas privacidad y aisla de la luz, los baños muy completos, íncluso había crema solar, champú... te propocionan toallas y sábanas. relación calidad precio impecable! además de un personal encantador. volveremos!!"
4157,muy recomendable,5,"Sitio con decoracion graciosa y pintoresca, la ubicacion inmejorable a 100 escasos metros del museo picaso, habitaciones limpias, un trato al cliente genial lo recomiendo para ir con amigos \ pareja a disfrutar de esta ciudad",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"sitio con decoracion graciosa y pintoresca, la ubicacion inmejorable a 100 escasos metros del museo picaso, habitaciones limpias, un trato al cliente genial lo recomiendo para ir con amigos pareja a disfrutar de esta ciudad"
4158,Está bien pero mejor.,3,"Me alojé en unos cuantos albergues justos a lo largo de los años. Es seguro decir que este no es uno de los mejores. No es horrible pero tampoco genial. Nos alojamos dos noches durante el fin de semana. Estaba ansioso por comprar uno y obtener uno gratis mojitos, pero por desgracia el ""bar"" no estaba abierto. En realidad no tienen una barra, es solo un pestillo abierto en la cocina, que es lo que supongo que usan como barra. La cama era mediocre, se quedó en una litera superior que se sentía blandita en el medio, así que no es tan cómoda. Luego viene las duchas simplemente horrible realmente viejo necesitaban una actualización. Demasiado mdf en todo este albergue para intentar darle ese aspecto de nicho.  Ahora para lo bueno. Gente muy amable se quedó aquí cuando llegué, gente…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,3,"me alojé en unos cuantos albergues justos a lo largo de los años. es seguro decir que este no es uno de los mejores. no es horrible pero tampoco genial. nos alojamos dos noches durante el fin de semana. estaba ansioso por comprar uno y obtener uno gratis mojitos, pero por desgracia el bar no estaba abierto. en realidad no tienen una barra, es solo un pestillo abierto en la cocina, que es lo que supongo que usan como barra. la cama era mediocre, se quedó en una litera superior que se sentía blandita en el medio, así que no es tan cómoda. luego viene las duchas simplemente horrible realmente viejo necesitaban una actualización. demasiado mdf en todo este albergue para intentar darle ese aspecto de nicho. ahora para lo bueno. gente muy amable se quedó aquí cuando llegué, gente"
4159,Fotos y comentarios engañosos,1,"Odio decirlo, pero me sorprendió porque las fotos, el sitio web y las reseñas son geniales. He viajado en su mayoría albergues en 44 países, por lo que no me considero ""mimado"", pero creo que no es justo que viajeros como yo retengan esta información. Pagué 80 euros por una habitación privada con 2 camas individuales durante 2 días. Quería dormir después de viajar y dicen que no son un albergue de fiesta. Me dieron una habitación pequeña como una celda de la prisión que parecía que los niños garabateaban en las paredes con lápices de colores. Soy pequeña pero me golpeo la cabeza con la litera de metal en el pequeño espacio. Tuve que descubrir cómo abrir mi maleta porque era un espacio tan estrecho. Un mosquito me masticaba por la noche pero no había spray disponible. La fiesta…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,0,"odio decirlo, pero me sorprendió porque las fotos, el sitio web y las reseñas son geniales. he viajado en su mayoría albergues en 44 países, por lo que no me considero mimado , pero creo que no es justo que viajeros como yo retengan esta información. pagué 80 euros por una habitación privada con 2 camas individuales durante 2 días. quería dormir después de viajar y dicen que no son un albergue de fiesta. me dieron una habitación pequeña como una celda de la prisión que parecía que los niños garabateaban en las paredes con lápices de colores. soy pequeña pero me golpeo la cabeza con la litera de metal en el pequeño espacio. tuve que descubrir cómo abrir mi maleta porque era un espacio tan estrecho. un mosquito me masticaba por la noche pero no había spray disponible. la fiesta"
4160,Toallas de elefante,5,¿Qué no se podría amar? Una encantadora bienvenida de Ellie y Marie. El hostal es agradable con una excelente ubicación. Incluso doblan sus toallas en elefantes. Vale la pena invertir en alquilar uno! Un bonito lugar para alojarse si estás en Málaga.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,qué no se podría amar? una encantadora bienvenida de ellie y marie. el hostal es agradable con una excelente ubicación. incluso doblan sus toallas en elefantes. vale la pena invertir en alquilar uno! un bonito lugar para alojarse si estás en málaga.
4161,Hostal encantador,4,"La sensación y la apariencia son muy relajantes, muchas plantas y obras de arte. Muy buen ambiente en general. El personal no podría haber sido más acogedor, está impecablemente limpio y el precio es excelente para una habitación doble con la cama más cómoda en la que hemos dormido. El único inconveniente para nosotros como anfitriones de 'oldie' fue que el baño privado para nuestra habitación privada en la azotea (que parecía una cabaña, ¡me encantó!) Está fuera de la habitación al otro lado del bar de la azotea, por lo que requiere un paseo al aire libre a través del terraza en el bar de la azotea para tomar una ducha o usar el baño. Nos alojamos durante un período muy lluvioso, así que no fue el mejor. La habitación se anuncia en Hostelworld como en suite y el encantador…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"la sensación y la apariencia son muy relajantes, muchas plantas y obras de arte. muy buen ambiente en general. el personal no podría haber sido más acogedor, está impecablemente limpio y el precio es excelente para una habitación doble con la cama más cómoda en la que hemos dormido. el único inconveniente para nosotros como anfitriones de oldie fue que el baño privado para nuestra habitación privada en la azotea que parecía una cabaña, me encantó! está fuera de la habitación al otro lado del bar de la azotea, por lo que requiere un paseo al aire libre a través del terraza en el bar de la azotea para tomar una ducha o usar el baño. nos alojamos durante un período muy lluvioso, así que no fue el mejor. la habitación se anuncia en hostelworld como en suite y el encantador"
4162,Gran estancia: espacio para la mejora,3,"Excelente ubicación para el albergue. El personal fue muy amable y agradable. El albergue es bastante nuevo, supongo. Sólo unos pocos meses de edad.  Estaba alojado en el dormitorio de 8 hombres, ubicado en el primer piso. justo al lado de la recepción. Puede escuchar a la gente sentada y hablando en la recepción a menudo. habla solo normal, pero lo suficiente como para hacerlo molesto.  Todas las literas tenían una cortina de privacidad, un pequeño estante y un poweroutlet. Sería bueno tener algo más que un pequeño estante solamente. Las cosas se caían continuamente en el piso todo el tiempo. era pequeño solo para guardar un teléfono. Mi litera estaba justo al lado de la puerta, y cada vez que la gente entraba al dormitorio, golpeaban la puerta de mi cama y explotaban, ¡y me…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,3,"excelente ubicación para el albergue. el personal fue muy amable y agradable. el albergue es bastante nuevo, supongo. sólo unos pocos meses de edad. estaba alojado en el dormitorio de 8 hombres, ubicado en el primer piso. justo al lado de la recepción. puede escuchar a la gente sentada y hablando en la recepción a menudo. habla solo normal, pero lo suficiente como para hacerlo molesto. todas las literas tenían una cortina de privacidad, un pequeño estante y un poweroutlet. sería bueno tener algo más que un pequeño estante solamente. las cosas se caían continuamente en el piso todo el tiempo. era pequeño solo para guardar un teléfono. mi litera estaba justo al lado de la puerta, y cada vez que la gente entraba al dormitorio, golpeaban la puerta de mi cama y explotaban, y me"
4163,Gran estancia !!!!,5,"Albergue increíble - ¡Lo recomiendo encarecidamente! !  ¡La ubicación del hostal es excelente! A poca distancia de la principal zona comercial y restaurantes, y cerca de la playa.  Super limpio y bien mantenido. Las camas son cómodas y tienen una cortina. La zona de la azotea es genial, muy moderna y se convierte en un ambiente cuando todos se reúnen allí. Sus cócteles caseros también son INCREÍBLES (gracias Maria)! ! ! ! !  Los dos dueños, Ellie y Maria, son una razón suficiente para regresar. Son tan apasionados e involucrados con el albergue, ¡y dan las mejores recomendaciones!  ¡Gracias! ! !",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"albergue increíble lo recomiendo encarecidamente! ! la ubicación del hostal es excelente! a poca distancia de la principal zona comercial y restaurantes, y cerca de la playa. super limpio y bien mantenido. las camas son cómodas y tienen una cortina. la zona de la azotea es genial, muy moderna y se convierte en un ambiente cuando todos se reúnen allí. sus cócteles caseros también son increíbles gracias maria ! ! ! ! ! los dos dueños, ellie y maria, son una razón suficiente para regresar. son tan apasionados e involucrados con el albergue, y dan las mejores recomendaciones! gracias! ! !"
4164,Hermoso hostal!!,5,"El albergue es nuevo, esta es la razón por la que quedan muy pocos comentarios. Este lugar es una joya, diseño super limpio, maravilloso y creativo, el personal es muy amable y servicial! Este es un éxito total! Ir allí! ! !",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,The_Urban_Jungle_Hostel,1,"el albergue es nuevo, esta es la razón por la que quedan muy pocos comentarios. este lugar es una joya, diseño super limpio, maravilloso y creativo, el personal es muy amable y servicial! este es un éxito total! ir allí! ! !"
4165,Lo peor de lo peor,1,Tuve que hospedarme por motivos de trabajo (reserva de la empresa). Verderdamente lamentable.3 estrellas? Ni de broma.Viejo. Olor a humedad y cañería en la habitación. Insoportable. Desayuno del montón. Cutre.No se lo recomiendo a  nadie ,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,0,tuve que hospedarme por motivos de trabajo reserva de la empresa . verderdamente lamentable.3 estrellas? ni de broma.viejo. olor a humedad y cañería en la habitación. insoportable. desayuno del montón. cutre.no se lo recomiendo a nadie
4166,Ruidoso,3,"Nos dieron la habitación número 401 , en la cuarta planta no llegaba el ascensor, y para colmo la habitación de al lado de la nuestra era el cuarto del motor del ascensor, horrible, no podiamos dormir, un ruido impresionante cada vez que alguien montaba. El aire condicionado de la habitación al ser antiguo también sonaba pero éste era soportable. No entiendo como estando reformado el hotel no han aislado el cuarto de la maquinaria del ascensor, menos mal que habiamos pedido habitación silenciosa y nos dijeron que las habitaciones eran asignadas según llegada, fuimos de los primeros y a pesar de eso nos dieron yo creo la peor. Si no hubiera sido por esto el hotel estaría genial. No volvería por este motivo no pudimos dormir. La ubicación, cerca de la estación del Ave y con…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"nos dieron la habitación número 401 , en la cuarta planta no llegaba el ascensor, y para colmo la habitación de al lado de la nuestra era el cuarto del motor del ascensor, horrible, no podiamos dormir, un ruido impresionante cada vez que alguien montaba. el aire condicionado de la habitación al ser antiguo también sonaba pero éste era soportable. no entiendo como estando reformado el hotel no han aislado el cuarto de la maquinaria del ascensor, menos mal que habiamos pedido habitación silenciosa y nos dijeron que las habitaciones eran asignadas según llegada, fuimos de los primeros y a pesar de eso nos dieron yo creo la peor. si no hubiera sido por esto el hotel estaría genial. no volvería por este motivo no pudimos dormir. la ubicación, cerca de la estación del ave y con"
4167,Correcto ,3,"Hotel pequeño, habitaciones reformadas y muy limpias, aunque la que me tocó era interior y bastante pequeña, pero correcta.  Desayuno buffet básico pero acorde al precio (5E). Personal agradable. Solo criticaria que por la mañana intentaron entrar para limpiar sin llamar (eran las 8:45), cosa poco procedente. ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"hotel pequeño, habitaciones reformadas y muy limpias, aunque la que me tocó era interior y bastante pequeña, pero correcta. desayuno buffet básico pero acorde al precio 5e . personal agradable. solo criticaria que por la mañana intentaron entrar para limpiar sin llamar eran las 8 45 , cosa poco procedente."
4168,Justo,3,"Pegado a la estación del AVE. Lo Mejor. Habitaciones justas justas. Como Midas más de 1.80, toca doblar rodillas para dormir... en una habitación q dice ser para 3. El baño limpio si. Pero hay q entrar como un tetris... y que caló .... ufff. El Desayuno... como la habitación , Justo. Muy mejorable.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"pegado a la estación del ave. lo mejor. habitaciones justas justas. como midas más de 1.80, toca doblar rodillas para dormir... en una habitación q dice ser para 3. el baño limpio si. pero hay q entrar como un tetris... y que caló .... ufff. el desayuno... como la habitación , justo. muy mejorable."
4169,"Excelente ubicación,  personal mut amable.",4,"La verdad nos hemos sentido muy cómodos aquí. Desde la llegada y recibimiendo de Don David. Nos informó de todo. Desayuno muy bueno y barato. Habitación limpia y buen espacio. Cerca del centro, caminando 10 minutos. Y todo funcionó bien. ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,"la verdad nos hemos sentido muy cómodos aquí. desde la llegada y recibimiendo de don david. nos informó de todo. desayuno muy bueno y barato. habitación limpia y buen espacio. cerca del centro, caminando 10 minutos. y todo funcionó bien."
4170,Hotel cómodo ,4,Bien ubicado y recientemente reformado .. las habitaciones son cómodas y bien amuebladas . Muy bien en limpieza y trato profesional y atento . Al lado de la estación del ave y a 15 minutos a pies de la calle Larios . Una buena elección ,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,bien ubicado y recientemente reformado .. las habitaciones son cómodas y bien amuebladas . muy bien en limpieza y trato profesional y atento . al lado de la estación del ave y a 15 minutos a pies de la calle larios . una buena elección
4171,Perfecta estancia,5,"Disfrute de unos días de relax en Málaga capital y me decanté por este pequeño hotel pero acogedor cerca de la estación del Ave. Se ve muy bien en aspecto ya que está remodelado y han mimado hasta el último detalle.Habitaciones amplias,limpieza excelente (lo que más valoro),disfrute de un buen desayuno buffet donde la atención fue cercana y profesional.El desayuno fue variado y rico. El personal fue muy amable y nos aconsejaron para disfrutar de la ciudad y sin duda volveremos cuando podamos.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,"disfrute de unos días de relax en málaga capital y me decanté por este pequeño hotel pero acogedor cerca de la estación del ave. se ve muy bien en aspecto ya que está remodelado y han mimado hasta el último detalle.habitaciones amplias,limpieza excelente lo que más valoro ,disfrute de un buen desayuno buffet donde la atención fue cercana y profesional.el desayuno fue variado y rico. el personal fue muy amable y nos aconsejaron para disfrutar de la ciudad y sin duda volveremos cuando podamos."
4172,Alucino,3,"El hotel esta un poco lejos del centro pero en 10 minutos llegas, el desayuno normal , las habitaciones limpias y bastante nuevas con ventana al hall del hotel , pero lo que mas me impacto fue que las habitaciones no tienen armarios, jajajaja . Esta enfrente de la estacion de tren y se puede aparcar por los alrededores gratis",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"el hotel esta un poco lejos del centro pero en 10 minutos llegas, el desayuno normal , las habitaciones limpias y bastante nuevas con ventana al hall del hotel , pero lo que mas me impacto fue que las habitaciones no tienen armarios, jajajaja . esta enfrente de la estacion de tren y se puede aparcar por los alrededores gratis"
4173,Ubicado cerca de la estación de tren Zambrano,3,"Hay otros hoteles con mejor precio e instalaciones, desafortunadamente en las fechas que fuimos no había disponibilidad en otros hoteles. El señor que nos atendió (complexión delgada y estatura media baja) nos atendió con falta de interés y haciendo parecer mis preguntas como si fueran de una tonta, además diciendo que en TODO EL MUNDO hacían el mismo procedimiento de registro de clientes. En vacaciones no discuto y menos con alguien que me parece no ha salido de Andalucía. Lo que él asegura con certeza ya me dice lo poco que conoce  de EL MUNDO (o tal vez se refería al periódico, je je). Ahora sé por qué en otros países donde he estado no siempre siguen el mismo procedimiento... Las instalaciones son regulares aunque el precio fue muy alto pero puede ser por la temporada…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"hay otros hoteles con mejor precio e instalaciones, desafortunadamente en las fechas que fuimos no había disponibilidad en otros hoteles. el señor que nos atendió complexión delgada y estatura media baja nos atendió con falta de interés y haciendo parecer mis preguntas como si fueran de una tonta, además diciendo que en todo el mundo hacían el mismo procedimiento de registro de clientes. en vacaciones no discuto y menos con alguien que me parece no ha salido de andalucía. lo que él asegura con certeza ya me dice lo poco que conoce de el mundo o tal vez se refería al periódico, je je . ahora sé por qué en otros países donde he estado no siempre siguen el mismo procedimiento... las instalaciones son regulares aunque el precio fue muy alto pero puede ser por la temporada"
4174,UN HOTEL MUY AGRADABLE,3,"Aunque el hotel está alejado del bullicio del centro, algo más de 1 Km, si que está muy cerca de la estación del tren y de autobuses. La habitación era espaciosa y con un estilo moderno, muy agradable. Respecto a la ciudad destacar los malos olores que está teniendo, al menos en estos días, realmente pestilente. Espero que sea por todas las obras que están haciendo. La atención de las gentes de Málaga fue estupenda ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"aunque el hotel está alejado del bullicio del centro, algo más de 1 km, si que está muy cerca de la estación del tren y de autobuses. la habitación era espaciosa y con un estilo moderno, muy agradable. respecto a la ciudad destacar los malos olores que está teniendo, al menos en estos días, realmente pestilente. espero que sea por todas las obras que están haciendo. la atención de las gentes de málaga fue estupenda"
4175,Recomendable ,3,Es un hotel con buena ubicación! Las habitaciones son muy nuevas y están limpias!Las instalaciones en general muy bien! Aunque el sitio para desayunar hacia muchísima calor! El parking esta justo en el edificio de enfrente y aunque el acceso principal es fácil una vez dentro se complica. Es muy muy estrecho y con un coche normalito hay que hacer mil maniobras sino quieres un susto. En general un buen hotel,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,es un hotel con buena ubicación! las habitaciones son muy nuevas y están limpias!las instalaciones en general muy bien! aunque el sitio para desayunar hacia muchísima calor! el parking esta justo en el edificio de enfrente y aunque el acceso principal es fácil una vez dentro se complica. es muy muy estrecho y con un coche normalito hay que hacer mil maniobras sino quieres un susto. en general un buen hotel
4176,Buena opción ,4,"Bien situado a pocos metros de la estación Maria Zambrano . Hotel pequeño , limpio , recepcionistas agradables . Nuestra habitación no muy grande pero suficiente y con vistas a la calle . Toda reformada tanto la habitación como el baño . Hay secador y caja fuerte pero no nevera . Se echa en falta un armario ya que hay perchas que quedan a la vista y ningún cajón . Tanto el aire acondicionado como el wifi funcionan bastante bien . El ascensor pequeño y antiguo .  El desayuno para los 5€ que vale sin ser muy grande ni muy variado para mi gusto está bien , es correcto . Hay un poco de todo , embutidos, alguna fruta , cereales, algo de bollería, tomate rallado , aceite para la tostadas , bacon y salchichas . El café es de maquina lo que se agradece bastante .  La playa de san Andrés…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,"bien situado a pocos metros de la estación maria zambrano . hotel pequeño , limpio , recepcionistas agradables . nuestra habitación no muy grande pero suficiente y con vistas a la calle . toda reformada tanto la habitación como el baño . hay secador y caja fuerte pero no nevera . se echa en falta un armario ya que hay perchas que quedan a la vista y ningún cajón . tanto el aire acondicionado como el wifi funcionan bastante bien . el ascensor pequeño y antiguo . el desayuno para los 5 que vale sin ser muy grande ni muy variado para mi gusto está bien , es correcto . hay un poco de todo , embutidos, alguna fruta , cereales, algo de bollería, tomate rallado , aceite para la tostadas , bacon y salchichas . el café es de maquina lo que se agradece bastante . la playa de san andrés"
4177,Lo mejor la ubicación,2,"Hotel de tres estrellas supuestamente. Lo mejor,  el trato del personal. Es muy amable. El hotel esta a unos 250 metros de la estación del AVE y a unos 15-20 min andando, hasta la calle Larios. Pero por otra parte... no dispone de cosas que cualquier otro hotel de tres estrellas, si que dispone. Por ejemplo, aunque la habitación esta reformada, nueva y muy limpia. Nos disponía de frigorífico o nevera pequeña, no tiene armario y lo fundamental. No disponía de ventana a la calle. La habitación disponía de una ventana enrejada con vistas al patio interior del hotel, y pasillo de acceso al resto de habitaciones. Esta bien, para hacer noche, y continuar el viaje. Solicitar habitación con vistas a la calle.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,0,"hotel de tres estrellas supuestamente. lo mejor, el trato del personal. es muy amable. el hotel esta a unos 250 metros de la estación del ave y a unos 15 20 min andando, hasta la calle larios. pero por otra parte... no dispone de cosas que cualquier otro hotel de tres estrellas, si que dispone. por ejemplo, aunque la habitación esta reformada, nueva y muy limpia. nos disponía de frigorífico o nevera pequeña, no tiene armario y lo fundamental. no disponía de ventana a la calle. la habitación disponía de una ventana enrejada con vistas al patio interior del hotel, y pasillo de acceso al resto de habitaciones. esta bien, para hacer noche, y continuar el viaje. solicitar habitación con vistas a la calle."
4178,Muy bueno,4,"Excelente hotel. Nos alojamos con mi esposa en Setiembre de 2017. A pesar de que por una caída de ella en las escaleras que hizo que sufriera fractura de tibia y peroné, no podemos dejar de destacar la buena ubicación del hotel a pocos metros de la estación de trenes, lo confortable de la habitación, renovada y el buen trato y amabilidad de su personal. No puedo dejar de señalar la predisposición del personal de recepción Javier y si no me equivoco Juan, quienes ante la accidente de mi esposa estuvieron siempre ayudando y tratando de dar una mano en lo que se necesitara. Una sugerencia: deberá contar con una silla de ruedas para casos como el ocurrido. Recomendable 100 %",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,"excelente hotel. nos alojamos con mi esposa en setiembre de 2017. a pesar de que por una caída de ella en las escaleras que hizo que sufriera fractura de tibia y peroné, no podemos dejar de destacar la buena ubicación del hotel a pocos metros de la estación de trenes, lo confortable de la habitación, renovada y el buen trato y amabilidad de su personal. no puedo dejar de señalar la predisposición del personal de recepción javier y si no me equivoco juan, quienes ante la accidente de mi esposa estuvieron siempre ayudando y tratando de dar una mano en lo que se necesitara. una sugerencia deberá contar con una silla de ruedas para casos como el ocurrido. recomendable 100"
4179,Muy buena relación calidad-precio,5,"El hotel tiene una inmejorable ubicación. Cerca de la estación y en pleno centro. El personal es muy amable y atento en todo momento y la limpieza, excelente. Recomendamos tomar el desayuno; muy completo y a buen precio. Ideal para parejas y viaje de negocios. Volveremos, sin duda.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,"el hotel tiene una inmejorable ubicación. cerca de la estación y en pleno centro. el personal es muy amable y atento en todo momento y la limpieza, excelente. recomendamos tomar el desayuno muy completo y a buen precio. ideal para parejas y viaje de negocios. volveremos, sin duda."
4180,Lindo hotel ⭐️⭐️⭐️,3,"Habitación espaciosa. Con mucha luz y ventanas a la calle. Camas bien. Un sillón y espejo amplio. Baño completo pero sin ventanas. Limpio. Todas las personas de recepción muy amables, Javier nos ayudó con nuestras consultas. Nos pasó el día que llegamos estaba toda la habitación repleta de mosquitos enormes, nos dio el hotel repelente y ya no tuvimos más inconvenientes.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"habitación espaciosa. con mucha luz y ventanas a la calle. camas bien. un sillón y espejo amplio. baño completo pero sin ventanas. limpio. todas las personas de recepción muy amables, javier nos ayudó con nuestras consultas. nos pasó el día que llegamos estaba toda la habitación repleta de mosquitos enormes, nos dio el hotel repelente y ya no tuvimos más inconvenientes."
4181,Perfecto,5,En mi caso he estado alojado por trabajo en este hotel por temas laborales.  Para mi la ubicación es correcta.  Muy cerca de la estación de tren. La habitación muy limpia. Nueva. Con espacio suficiente.  El colchón de muelles pero de buena calidad. Se duerme bien. El aseo de mi habitación amplio y limpio.   Únicamente que al estar en la planta cuarta no llega el ascensor.  Para mí no supone problema. Ya que tampoco llevaba mucho equipaje. Y que se oye bastante el ruido de un motor -quizás del ascensor-. Pero como no es un hotel grande tampoco lo oyes muchas veces en tiempo de descanso.   El personal amable y disponible.   Disponen de un  parking para coches en el edificio de enfrente a un coste razonable. ,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,en mi caso he estado alojado por trabajo en este hotel por temas laborales. para mi la ubicación es correcta. muy cerca de la estación de tren. la habitación muy limpia. nueva. con espacio suficiente. el colchón de muelles pero de buena calidad. se duerme bien. el aseo de mi habitación amplio y limpio. únicamente que al estar en la planta cuarta no llega el ascensor. para mí no supone problema. ya que tampoco llevaba mucho equipaje. y que se oye bastante el ruido de un motor quizás del ascensor . pero como no es un hotel grande tampoco lo oyes muchas veces en tiempo de descanso. el personal amable y disponible. disponen de un parking para coches en el edificio de enfrente a un coste razonable.
4182,Muy correcto,4,"Perfecta ubicación si buscas estar al lado de la estación de tren.  Las habitaciones no son muy amplias pero son suficientes. Todo está bastante nuevo y cuidado. La cama es cómoda. El lavabo es pequeño pero correcto y bastante nuevo.  No me gustó que la habitación diera al patio interior, por donde pasas para entrar a las habitaciones, aunque es algo personal.  Repetiré ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,"perfecta ubicación si buscas estar al lado de la estación de tren. las habitaciones no son muy amplias pero son suficientes. todo está bastante nuevo y cuidado. la cama es cómoda. el lavabo es pequeño pero correcto y bastante nuevo. no me gustó que la habitación diera al patio interior, por donde pasas para entrar a las habitaciones, aunque es algo personal. repetiré"
4183,TRATO INMEJORABLE,5,"Hemos estado un fin de semana en este hotel y decir que nos hemos sentido como en casa a gracias al trato recibido por todos su empleados y en ESPECIAL por DAVID en recepción muy amable y disponible en todo momento.Con gente así, merece la pena viajar por toda España.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1,"hemos estado un fin de semana en este hotel y decir que nos hemos sentido como en casa a gracias al trato recibido por todos su empleados y en especial por david en recepción muy amable y disponible en todo momento.con gente así, merece la pena viajar por toda españa."
4184,visita por boda,3,"El hotel esta muy cerca de la estación del AVE Maria Zambrano. Estancias limpias y adecuadas, con personal amable y atento cuando lo requerimos. Por lo que se paga por el hotel creo que hay cosas mejorables como disponer de ciertas amenities, minibar o incluso el desayuno buffet es algo escaso. En general lo que destacaría es la localización cerca de la estación y la limpieza.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3,"el hotel esta muy cerca de la estación del ave maria zambrano. estancias limpias y adecuadas, con personal amable y atento cuando lo requerimos. por lo que se paga por el hotel creo que hay cosas mejorables como disponer de ciertas amenities, minibar o incluso el desayuno buffet es algo escaso. en general lo que destacaría es la localización cerca de la estación y la limpieza."
